Choice,A_follower_count,A_following_count,A_mentions_received,A_mentions_sent,A_retweets_sent,A_posts,A_network_feature_2,A_network_feature_3,B_follower_count,B_following_count,B_mentions_received,B_mentions_sent,B_retweets_sent,B_posts,B_network_feature_2,B_network_feature_3
0,4760,425,5.011962263,0.100503359,0.100503359,0.100503359,3,277.5909091,3166413,276,1253.345429,12.96342523,2.380018078,100.5377967,7.906173842,1694.698822
0,15385,673,55.99354588,6.946233255,0.341936472,6.503977478,152.495098,3286.617647,224146,272,56.72528019,0.100503359,0.100503359,5.782978754,54.92523364,7211.663551
1,265258,209,631.9159463,5.460985488,0.100503359,7.498126498,3.826313828,506.6921357,219,148,0.758307371,0.100503359,0.100503359,0.100503359,205,3922.666667
1,723800,328,1695.430195,3.581056819,1.85822627,6.484085949,13.59848771,1336.213611,100151,31383,286.9417384,6.663615138,0.100503359,8.464206735,120.1950585,4332.485046
0,352126,499,476.9250461,6.710280804,0.100503359,7.974548502,54.19958093,4991.589838,35420121,136440,33169.80682,0.100503359,0.100503359,0.100503359,17.67608459,2006.176049
1,4947410,112,1774.213927,0.100503359,0.100503359,0.100503359,26.54419364,3068.022437,85138,67047,150.3404561,5.480348974,0.100503359,71.87927375,205.8832753,9580.39547
1,356712,2070,24.82391035,2.144406357,0.605766716,1.627038907,258.2553191,8133,871652,140,133.2133449,2.622550291,1.121160223,2.622550291,135.1584507,5187.5
0,127,36,0.100503359,0.100503359,0.100503359,0.34437519,0,0,4491415,756,4499.996251,26.96692474,12.62828272,29.06982195,22.74772633,2206.420734
0,26821,24787,8.148719827,1.058992818,1.058992818,42.47171266,121.6428571,15764.21429,96531,87,81.56173426,6.59024511,2.339133238,12.08964461,9.208754209,2112.074074
0,41367,71,32.54965274,4.590730462,1.587365184,10.83237551,14.99186992,2044.910569,322682,37601,176.5337159,6.849227229,1.345073398,4.359865448,234.3380682,7168.464489
0,2774790,20342,5088.577165,0.810460608,0.339522141,1.081757307,4.78133907,454.9678946,85138,67047,150.3404561,5.480348974,0.100503359,71.87927375,205.8832753,9580.39547
1,98788,2354,385.7953553,8.361112757,5.092200727,10.77741899,61.63973314,2080.33358,26821,24787,8.148719827,1.058992818,1.058992818,42.47171266,121.6428571,15764.21429
1,57840,27137,271.7598603,13.07938778,0.100503359,12.64288125,294.1707317,8733.976718,158467,154157,299.6078791,0.100503359,0.100503359,0.100503359,122.252802,11514.81196
0,1043,974,0.100503359,1.134269524,0.100503359,1.637349347,0,0,125438,983,55.13726596,2.251398297,0.100503359,7.207908455,217.2416667,6466.733333
0,45589,862,148.8542792,27.88176793,3.333491804,23.86128172,127.4042934,2833.847943,1706188,402,837.5800523,7.621259366,2.60905999,4.866270991,21.28910134,1937.639388
1,504004,3109,311.8003107,4.486090163,1.049407923,4.806823324,48.53281853,1554.489575,49326,42259,0.4523399,0.100503359,0.100503359,0.100503359,43,1651.5
0,444,155,0.100503359,0.349326776,0.100503359,0.349326776,0,0,236123,858,77.19357338,12.54160129,2.550725068,12.60707242,159.2006472,5131.31068
1,130850,3394,92.86965112,2.548047615,0.100503359,3.036687975,102.5730028,10481.73554,1294,431,0.555204168,0.100503359,0.100503359,0.595962081,836,11447.5
0,5941,1615,39.58957118,1.515953071,0.100503359,1.281690763,63.99152542,2503.949153,206818,15196,15.210108,0.100503359,0.100503359,0.100503359,321.1884058,17454.11594
0,1043,81,2.718281338,0.100503359,0.100503359,0.100503359,21.5,1412.3,1097135,830,73.16567738,0.100503359,0.100503359,0.351840144,13.70989761,762.6143345
0,5039,1159,27.92773505,3.276656954,1.578962866,4.731342302,248.3058824,4350.317647,424,884,0.26864057,0.595962081,0.100503359,0.860251686,2,499
1,541611,2140,2418.369859,13.92558482,0.100503359,32.97302392,59.1202268,4861.4109,5501,5908,7.19638941,1.772288783,0.341936472,0.825192942,86.32142857,1704.928571
0,598,600,12.53297639,3.069584115,0.100503359,2.764762084,53.63636364,1453.636364,480412,11948,1795.525546,4.534987444,1.318140223,15.82591557,60.81466192,2695.612527
1,9542820,2069,4336.358286,7.37699597,1.838380721,3.113625134,16.38513842,3413.41185,130878,5409,14.44166406,0.875213638,0.100503359,26.19189303,18.90196078,4006.686275
0,627949,150866,246.4038455,21.260939,1.320681034,15.27806577,235.7872648,11977.04342,58090,6,98.95424086,0.796262414,0.332423044,0.332423044,241.6804598,8490.301149
1,5342840,33401,173636.239,11.40883937,1.652900203,13.48526577,5.348202643,1230.512781,470926,322,1005.888413,6.196929416,2.897666238,17.97128034,39.06679861,2468.15141
1,2260661,233,13580.62944,27.18280159,13.09838332,18.34972182,16.87001748,2092.420044,138235,780,267.4365113,32.38155115,3.495342668,26.6084698,27.47856315,4345.216686
0,176,77,0.100503359,0.337131953,0.100503359,0.337131953,0,0,1856,1533,0.966980569,0.356943299,0.100503359,0.608280084,324.3333333,4209.666667
0,871652,140,133.2133449,2.622550291,1.121160223,2.622550291,135.1584507,5187.5,232753,320,175.2647763,3.108490477,1.614716825,4.401918701,47.0969163,2374.155653
1,1481379,147521,9902.070379,10.43846039,0.100503359,193.0724182,10.96414426,1035.955493,750,997,2.292464513,5.135357861,2.03245874,4.423155794,192.3636364,3855.727273
0,282305,2114,38.81280943,7.518898903,0.837941585,5.010178747,379.3117647,32020.81176,242529,7561,242.6336355,7.198330439,2.040511085,10.07392135,63.09899889,8653.065628
0,5941,1615,39.58957118,1.515953071,0.100503359,1.281690763,63.99152542,2503.949153,671,215,0.354378899,0.100503359,0.100503359,0.100503359,1,148
0,1209835,3,86.82008384,0.100503359,0.100503359,0.100503359,36.5255102,2729.609694,117913,1299,189.7552298,11.29483069,2.567269167,10.9337661,185.5420326,5535.939774
0,112,243,1.445173536,0.100503359,0.100503359,0.603176929,96.6,1414.2,254,341,6.525792408,1.33289796,0.351840144,1.567160268,74.33333333,2138.238095
0,28613,3557,0.751434251,0.100503359,0.100503359,0.100503359,2.666666667,218.3333333,266407,1592,660.8972631,28.25799996,0.839682343,20.72266499,66.39598997,2706.108187
1,232753,320,175.2647763,3.108490477,1.614716825,4.401918701,47.0969163,2374.155653,102116,293,1729.451634,30.82997666,8.568366922,93.31157133,12.31026948,1636.379704
1,232753,320,175.2647763,3.108490477,1.614716825,4.401918701,47.0969163,2374.155653,71597,44262,10.40356346,0.591205607,0.100503359,5.074567407,72.10638298,2146.893617
1,96531,87,81.56173426,6.59024511,2.339133238,12.08964461,9.208754209,2112.074074,794,479,0.306073459,0.100503359,0.100503359,1.621980887,49,4969
0,356712,2070,24.82391035,2.144406357,0.605766716,1.627038907,258.2553191,8133,508213,554,3619.31077,7.828675702,2.267574259,23.62132386,47.61790808,2314.93336
0,2696,1718,4.237051754,0.586102452,0.100503359,0.837439237,84.94444444,2656.888889,71597,44262,10.40356346,0.591205607,0.100503359,5.074567407,72.10638298,2146.893617
0,4760,425,5.011962263,0.100503359,0.100503359,0.100503359,3,277.5909091,871652,140,133.2133449,2.622550291,1.121160223,2.622550291,135.1584507,5187.5
0,11427,1951,31.20189707,12.70863997,1.091425381,16.99421869,322.8425197,6522.992126,2256591,735,488.9643326,0.865711164,0.364792964,0.847756742,41.48783014,3843.376489
1,392738,9364,258.523924,7.471339626,0.595962081,10.99913362,41.01621074,3042.892604,48711,22845,61.92480424,0.100503359,0.100503359,0.100503359,80.34334764,4431.682403
0,1404323,563,967.7206417,4.473798492,0.805680232,6.24180594,57.64383892,3201.293706,3764,703,5.270620537,2.338332561,0.100503359,1.59653867,139.4444444,4573.888889
0,671,215,0.354378899,0.100503359,0.100503359,0.100503359,1,148,9093,672,11.12202093,15.16593491,2.538667176,7.01675925,123.1388889,4708.166667
0,163145,906,182.1755684,11.60766804,3.59001979,9.605154521,82.93865906,1809.650499,220242,357,452.5472807,13.43902206,3.043693264,13.64798201,13.66191781,1375.807671
0,16978,6715,0.332423044,0.100503359,0.100503359,3.342998511,130,2874,3638,3341,2.793577201,2.594089268,0.598150194,3.802143416,9.416666667,489.0833333
1,224146,272,56.72528019,0.100503359,0.100503359,5.782978754,54.92523364,7211.663551,9512,12,52.16706846,0.362150068,0.100503359,6.806045259,11.67857143,564.0408163
1,1352348,331,19129.84866,2.065418033,0.580955254,16.2815025,3.092447697,597.5636364,15385,673,55.99354588,6.946233255,0.341936472,6.503977478,152.495098,3286.617647
1,4491415,756,4499.996251,26.96692474,12.62828272,29.06982195,22.74772633,2206.420734,127,106,1.093772443,0.367462556,0.100503359,0.623902496,105.4,1190
0,78083,679,165.5944836,5.186266845,2.41683137,7.179363785,82.98695652,3777.766667,143101,128686,874.2128732,4.49847062,0.100503359,34.97797772,105.7347811,5276.96262
0,49326,42259,0.4523399,0.100503359,0.100503359,0.100503359,43,1651.5,2273871,4524,6782.405338,12.95572329,2.791860977,66.2062083,6.859364312,1113.202016
0,444,155,0.100503359,0.349326776,0.100503359,0.349326776,0,0,1259676,337,908.6493215,12.02178122,7.56564294,12.79238145,10.04866608,1326.842861
0,58090,6,98.95424086,0.796262414,0.332423044,0.332423044,241.6804598,8490.301149,1525260,747,3316.259533,8.257135962,6.558355731,22.44319112,57.95732839,2352.647334
1,5922518,483,65758.40354,1.61241011,0.100503359,2.631606754,6.015693853,1199.636812,7147,737,2.332989727,0.862129981,0.100503359,1.357588703,13.27272727,520.1818182
1,480412,11948,1795.525546,4.534987444,1.318140223,15.82591557,60.81466192,2695.612527,823481,2667,87.60765569,6.6549459,2.615794203,5.048747779,58.41408451,3523.250704
1,8168488,76,2821.694234,2.605210663,0.583369585,2.381687112,11.97713598,2056.461592,1607541,93,389.5331197,0.359533601,0.100503359,0.849790132,9.979033197,774.3989517
1,7554,1711,21.60186597,6.764657043,1.119726699,4.563246324,48.5,1993.627907,2403,1,40.23655336,51.62000484,0.100503359,42.63042631,10.02721088,1486.306122
1,580544,2799,296.9782053,15.03302568,4.807179812,8.262063127,87.18377483,3547.782285,5941,1615,39.58957118,1.515953071,0.100503359,1.281690763,63.99152542,2503.949153
0,119001,119704,63.60326158,11.2328519,0.100503359,6.628896724,167.9130435,6161.917874,6225470,381,16532.60226,6.292393245,4.340211535,11.88687309,10.29783072,1115.07744
0,1354,375,12.85534197,3.226600505,1.537883539,3.251456476,43.31428571,1991.171429,48777,858,247.2387454,3.031695655,1.816746114,21.17569608,32.90277778,1871.071429
1,4189,2094,6.697365536,4.48360724,1.332954575,3.773553415,79.20689655,2846.793103,3525,3115,0.100503359,0.100503359,0.100503359,0.100503359,0,0
1,4491415,756,4499.996251,26.96692474,12.62828272,29.06982195,22.74772633,2206.420734,224146,272,56.72528019,0.100503359,0.100503359,5.782978754,54.92523364,7211.663551
1,657,501,0.527272305,0.100503359,0.100503359,0.100503359,313.5,3283.5,1393,266,11.47936514,1.108566212,0.356943299,2.094178426,64.10869565,1198.434783
1,120772,468,660.3840858,5.02997589,2.313890145,6.305116118,60.59658849,2013.164606,17842623,46964,16377.1729,0.362150068,0.100503359,1.608248058,10.57403878,1376.618332
0,49326,42259,0.4523399,0.100503359,0.100503359,0.100503359,43,1651.5,71597,44262,10.40356346,0.591205607,0.100503359,5.074567407,72.10638298,2146.893617
1,138235,780,267.4365113,32.38155115,3.495342668,26.6084698,27.47856315,4345.216686,173872,2804,346.5474983,6.812973884,1.337915226,7.574686688,268.1329827,9307.214876
0,22464,4513,42.85003466,9.114744634,0.601724865,9.191786066,187.5947712,2415.849673,255630,385,68.97446474,1.986457156,0.100503359,1.752194848,52.2275641,1634.25641
1,67736,30523,48.7654172,12.2462332,0.100503359,9.000103709,153.703125,4391.677083,5501,5908,7.19638941,1.772288783,0.341936472,0.825192942,86.32142857,1704.928571
0,128305,213,140.038427,2.14953593,0.100503359,19.43406988,29.99364407,1643.379237,196692,2339,710.7490998,9.735097305,5.092675817,17.02822609,39.55689718,2039.958288
0,11147,1500,40.59251241,19.64806445,1.861765207,12.26102921,107.4318182,2481.136364,131920,364,651.7651338,4.801919843,0.341936472,7.054044163,59.58900634,1840.874419
1,70651,1529,119.2521133,6.515347524,2.077131569,5.502628964,333.796334,11893.91446,12546,781,23.89532718,1.82793239,0.847199829,2.293003808,149.6761905,6654.819048
0,501043,3289,307.8053912,2.103644113,0.60409115,2.832401376,70.65880218,4390.37931,364,927,0.551680478,0.834980863,0.339522141,0.832590675,1.5,122
0,25360,20872,1.482593225,1.083654212,1.083654212,2.532744382,228.5714286,9940.714286,723800,328,1695.430195,3.581056819,1.85822627,6.484085949,13.59848771,1336.213611
1,804394,1370,6881.482996,22.68313126,2.385537974,18.4209812,21.32498769,1413.825398,5941,1615,39.58957118,1.515953071,0.100503359,1.281690763,63.99152542,2503.949153
0,504004,3109,311.8003107,4.486090163,1.049407923,4.806823324,48.53281853,1554.489575,864557,7352,5744.732819,14.29579022,0.351840144,14.76374919,65.87326203,3279.479679
1,1834007,773,1674.266909,29.3318518,7.308293446,17.65970962,53.22601447,2662.894778,1294,431,0.555204168,0.100503359,0.100503359,0.595962081,836,11447.5
0,404679,3866,89.01504873,14.18948242,0.830095012,8.070898365,250.0582822,7562.352761,263614,759,110.4102599,1.623833794,0.100503359,1.118621468,96.04357298,2606.679739
1,10270,5625,74.53796549,0.100503359,0.100503359,3.318645254,73.37444934,4133.123348,242529,7561,242.6336355,7.198330439,2.040511085,10.07392135,63.09899889,8653.065628
0,221,285,1.988668961,0.337131953,0.100503359,0.337131953,0.777777778,145.2222222,429,338,2.440012235,1.065008221,0.100503359,2.043207488,20,3907
1,486540,260467,94.88661785,0.100503359,0.100503359,6.566150544,91.48717949,2714.735897,6028,91,20.24900748,8.077497849,2.15202288,7.374875574,175.7088608,2820.962025
0,254,534,3.453648517,0.810484751,0.341936472,1.276666745,6.75,573.9166667,39262,848,40.4950207,3.2276769,0.564342729,1.070320709,132.0306748,2931.515337
0,206818,15196,15.210108,0.100503359,0.100503359,0.100503359,321.1884058,17454.11594,1259676,337,908.6493215,12.02178122,7.56564294,12.79238145,10.04866608,1326.842861
1,53678,1751,191.4388697,0.100503359,0.100503359,0.100503359,15.17656766,3087.463696,10270,5625,74.53796549,0.100503359,0.100503359,3.318645254,73.37444934,4133.123348
1,10693,935,0.634421754,0.367462556,0.100503359,0.367462556,50.5,3452.5,4557,82,7.337626165,0.100503359,0.100503359,2.092016958,12.44,398.76
1,298668,551,493.2563794,4.115212281,0.854539102,3.075462809,75.97009804,3865.446569,504004,3109,311.8003107,4.486090163,1.049407923,4.806823324,48.53281853,1554.489575
1,462071,331717,201.09843,0.100503359,0.100503359,0.100503359,24.63387978,2543.060109,655,562,1.151363202,0.573760547,0.100503359,0.569051638,10,602.5
0,3106,3232,4.12499755,0.100503359,0.100503359,1.109067979,5,531.9444444,143101,128686,874.2128732,4.49847062,0.100503359,34.97797772,105.7347811,5276.96262
1,9542820,2069,4336.358286,7.37699597,1.838380721,3.113625134,16.38513842,3413.41185,236123,858,77.19357338,12.54160129,2.550725068,12.60707242,159.2006472,5131.31068
1,488553,38857,44.92958504,2.299665752,0.571441826,2.297275564,396.4327485,14225.17544,65264,956,226.7635499,3.781664532,2.047937242,3.063719197,68.70819304,1766.30752
1,173872,2804,346.5474983,6.812973884,1.337915226,7.574686688,268.1329827,9307.214876,1203,689,0.581003784,1.642786259,0.100503359,2.153153287,0.5,317.5
1,78083,679,165.5944836,5.186266845,2.41683137,7.179363785,82.98695652,3777.766667,493,74,0.100503359,0.100503359,0.100503359,0.595962081,0,0
1,126738,779,171.8195552,4.411322664,1.530222492,4.202882585,126.0441595,3627.968661,223,168,0.349326776,0.100503359,0.100503359,0.100503359,77,3047
0,1424824,338,462.5072989,0.334765667,0.334765667,0.334765667,43.96230725,5992.778983,6061284,24,410.0529928,0.100503359,0.100503359,0.100503359,21.03466205,1734.612941
0,2774790,20342,5088.577165,0.810460608,0.339522141,1.081757307,4.78133907,454.9678946,723800,328,1695.430195,3.581056819,1.85822627,6.484085949,13.59848771,1336.213611
0,488553,38857,44.92958504,2.299665752,0.571441826,2.297275564,396.4327485,14225.17544,78083,679,165.5944836,5.186266845,2.41683137,7.179363785,82.98695652,3777.766667
0,4189,2094,6.697365536,4.48360724,1.332954575,3.773553415,79.20689655,2846.793103,2273871,4524,6782.405338,12.95572329,2.791860977,66.2062083,6.859364312,1113.202016
0,20,7,7.690823732,1.33150798,0.100503359,2.830626801,2,96.16666667,739581,10723,102.0267501,1.537321816,1.054358039,3.467753982,11.19168591,966.1939954
0,4557,82,7.337626165,0.100503359,0.100503359,2.092016958,12.44,398.76,9542820,2069,4336.358286,7.37699597,1.838380721,3.113625134,16.38513842,3413.41185
0,49326,42259,0.4523399,0.100503359,0.100503359,0.100503359,43,1651.5,405315,128127,131.5976276,7.381612504,0.100503359,7.406416233,231.5891608,9587.66958
1,207,95,0.100503359,0.356943299,0.100503359,0.356943299,0,0,27710,3018,24.62105006,1.141961924,0.888086384,1.141961924,100.3904762,28149.47619
0,2470,357,1.12647413,0.337131953,0.337131953,0.596162195,60.6,1983,4491415,756,4499.996251,26.96692474,12.62828272,29.06982195,22.74772633,2206.420734
1,242529,7561,242.6336355,7.198330439,2.040511085,10.07392135,63.09899889,8653.065628,100151,31383,286.9417384,6.663615138,0.100503359,8.464206735,120.1950585,4332.485046
1,98788,2354,385.7953553,8.361112757,5.092200727,10.77741899,61.63973314,2080.33358,95,120,0.356943299,0.356943299,0.356943299,0.356943299,0,0
1,7147,737,2.332989727,0.862129981,0.100503359,1.357588703,13.27272727,520.1818182,95,120,0.356943299,0.356943299,0.356943299,0.356943299,0,0
1,454514,1479,455.1806152,30.1880544,0.100503359,21.06319645,159.0059621,5756.679133,119001,119704,63.60326158,11.2328519,0.100503359,6.628896724,167.9130435,6161.917874
1,48711,22845,61.92480424,0.100503359,0.100503359,0.100503359,80.34334764,4431.682403,279,40,0.294043527,0.100503359,0.100503359,0.100503359,1,37
1,132100,56571,388.2107872,25.92191397,0.341936472,17.59384702,271.1167076,12786.25184,20,7,7.690823732,1.33150798,0.100503359,2.830626801,2,96.16666667
0,33669,29327,128.414854,6.556255018,0.339522141,12.29220538,72.77922078,3492.194805,130850,3394,92.86965112,2.548047615,0.100503359,3.036687975,102.5730028,10481.73554
1,580544,2799,296.9782053,15.03302568,4.807179812,8.262063127,87.18377483,3547.782285,9542820,2069,4336.358286,7.37699597,1.838380721,3.113625134,16.38513842,3413.41185
1,45589,862,148.8542792,27.88176793,3.333491804,23.86128172,127.4042934,2833.847943,2403,1,40.23655336,51.62000484,0.100503359,42.63042631,10.02721088,1486.306122
0,536,1985,0.306073459,0.100503359,0.100503359,0.875417753,6,234,35632,1744,94.00060442,3.762106554,0.34437519,3.777183529,86.43589744,2318.617949
1,517,268,3.960250221,1.803742617,0.359533601,1.554919199,95.64705882,2144.058824,49,210,0.100503359,0.100503359,0.100503359,0.100503359,0,0
0,356712,2070,24.82391035,2.144406357,0.605766716,1.627038907,258.2553191,8133,10693,935,0.634421754,0.367462556,0.100503359,0.367462556,50.5,3452.5
1,1834007,773,1674.266909,29.3318518,7.308293446,17.65970962,53.22601447,2662.894778,20288,1568,34.28379003,1.347967466,0.600714083,1.365921888,85.57861635,1928.503145
0,628,921,3.943848339,4.769929665,0.870136127,2.95323722,210.625,14027.5,220242,357,452.5472807,13.43902206,3.043693264,13.64798201,13.66191781,1375.807671
0,2696,1718,4.237051754,0.586102452,0.100503359,0.837439237,84.94444444,2656.888889,1097135,830,73.16567738,0.100503359,0.100503359,0.351840144,13.70989761,762.6143345
0,209,454,0.613409142,0.100503359,0.100503359,0.100503359,0.5,9,5501,5908,7.19638941,1.772288783,0.341936472,0.825192942,86.32142857,1704.928571
0,6119,382,8.485917699,0.58595537,0.100503359,0.58595537,145.65625,2851.40625,282305,2114,38.81280943,7.518898903,0.837941585,5.010178747,379.3117647,32020.81176
1,108768,57,0.762978431,3.611939649,3.370506536,10.60050154,7.333333333,1022.333333,3106,3232,4.12499755,0.100503359,0.100503359,1.109067979,5,531.9444444
1,7185698,30,29146.95646,0.100503359,0.100503359,4.502396413,4.061065794,649.1564853,25360,20872,1.482593225,1.083654212,1.083654212,2.532744382,228.5714286,9940.714286
1,126738,779,171.8195552,4.411322664,1.530222492,4.202882585,126.0441595,3627.968661,21,193,0.100503359,0.100503359,0.100503359,0.351840144,0,0
1,11427,1951,31.20189707,12.70863997,1.091425381,16.99421869,322.8425197,6522.992126,48711,22845,61.92480424,0.100503359,0.100503359,0.100503359,80.34334764,4431.682403
0,78731,6212,97.39584224,13.84364379,1.788635968,12.66075551,59.91666667,2026.757813,631958,674,614.9687449,4.052278956,1.340565773,12.30503544,35.83865939,2231.568979
0,112,243,1.445173536,0.100503359,0.100503359,0.603176929,96.6,1414.2,266407,1592,660.8972631,28.25799996,0.839682343,20.72266499,66.39598997,2706.108187
1,96531,87,81.56173426,6.59024511,2.339133238,12.08964461,9.208754209,2112.074074,2696,1718,4.237051754,0.586102452,0.100503359,0.837439237,84.94444444,2656.888889
1,671,215,0.354378899,0.100503359,0.100503359,0.100503359,1,148,356712,2070,24.82391035,2.144406357,0.605766716,1.627038907,258.2553191,8133
0,20,7,7.690823732,1.33150798,0.100503359,2.830626801,2,96.16666667,206818,15196,15.210108,0.100503359,0.100503359,0.100503359,321.1884058,17454.11594
0,28613,3557,0.751434251,0.100503359,0.100503359,0.100503359,2.666666667,218.3333333,541611,2140,2418.369859,13.92558482,0.100503359,32.97302392,59.1202268,4861.4109
0,132100,56571,388.2107872,25.92191397,0.341936472,17.59384702,271.1167076,12786.25184,21591,1179,90.45650585,5.709328648,1.111158822,5.176620024,18.44297082,1330.366048
0,7147,737,2.332989727,0.862129981,0.100503359,1.357588703,13.27272727,520.1818182,488553,38857,44.92958504,2.299665752,0.571441826,2.297275564,396.4327485,14225.17544
1,2745543,7828,349.8196251,0.60409115,0.100503359,2.392201342,55.71822803,3705.916485,364,927,0.551680478,0.834980863,0.339522141,0.832590675,1.5,122
1,58090,6,98.95424086,0.796262414,0.332423044,0.332423044,241.6804598,8490.301149,11018,160,2.928974511,0.100503359,0.100503359,0.590858926,19.5,1779.7
1,725,645,4.108298711,1.568909382,0.83470637,1.832664977,128.8,2381.466667,100,201,0.351840144,0.351840144,0.100503359,0.351840144,29,469
0,3069,608,113.857624,4.272799947,0.359533601,3.547587711,5.521008403,819.7226891,2499,1279,4.071188223,0.593173725,0.346838542,4.819874441,30.9375,629.3125
1,58090,6,98.95424086,0.796262414,0.332423044,0.332423044,241.6804598,8490.301149,631958,674,614.9687449,4.052278956,1.340565773,12.30503544,35.83865939,2231.568979
1,125512,13701,267.7038326,10.98628644,1.360204649,11.16840455,229.7641597,6728.430826,4760,425,5.011962263,0.100503359,0.100503359,0.100503359,3,277.5909091
1,54453,7688,115.3233572,16.86771842,2.092498504,10.74683839,258.0514541,8569.149888,254,534,3.453648517,0.810484751,0.341936472,1.276666745,6.75,573.9166667
0,4189,2094,6.697365536,4.48360724,1.332954575,3.773553415,79.20689655,2846.793103,196692,2339,710.7490998,9.735097305,5.092675817,17.02822609,39.55689718,2039.958288
0,794,479,0.306073459,0.100503359,0.100503359,1.621980887,49,4969,53678,1751,191.4388697,0.100503359,0.100503359,0.100503359,15.17656766,3087.463696
0,6375552,813,12873.60093,1.035209969,0.100503359,2.0390371,9.799931436,1988.04748,10422587,147,1892.914388,0.842497379,0.100503359,0.842497379,37.13576895,2639.140829
0,7625,6067,13.58439002,4.527551377,0.100503359,3.773507665,132.4339623,4756.924528,8391,453,2.414395384,0.564342729,0.100503359,0.583759829,85.66666667,2020.444444
0,7147,737,2.332989727,0.862129981,0.100503359,1.357588703,13.27272727,520.1818182,182598,1402,145.8449097,23.5491893,0.100503359,15.95324256,276.4965157,8038.066202
0,53678,1751,191.4388697,0.100503359,0.100503359,0.100503359,15.17656766,3087.463696,1010,1014,0.957689623,1.047017735,0.337131953,0.337131953,154.75,1705
1,146298,49266,146.3112266,1.308355528,0.100503359,4.035825937,54.80230643,1953.62603,20288,1568,34.28379003,1.347967466,0.600714083,1.365921888,85.57861635,1928.503145
1,125512,13701,267.7038326,10.98628644,1.360204649,11.16840455,229.7641597,6728.430826,24437,279,12.3557961,2.135767312,0.599382241,4.666364775,117.0980392,6075.882353
1,32342,2622,64.64188177,22.25028766,0.583369585,27.51283755,184.2977941,7245.231618,871652,140,133.2133449,2.622550291,1.121160223,2.622550291,135.1584507,5187.5
1,5342840,33401,173636.239,11.40883937,1.652900203,13.48526577,5.348202643,1230.512781,182598,1402,145.8449097,23.5491893,0.100503359,15.95324256,276.4965157,8038.066202
1,20542,635,10.99055651,1.095797028,0.598150194,2.077718034,35.45238095,2758.52381,24437,279,12.3557961,2.135767312,0.599382241,4.666364775,117.0980392,6075.882353
1,1481379,147521,9902.070379,10.43846039,0.100503359,193.0724182,10.96414426,1035.955493,627949,150866,246.4038455,21.260939,1.320681034,15.27806577,235.7872648,11977.04342
