Id,Choice
227,0.98
228,0.928
229,0.88
230,0.776
231,0.996
232,0.868
233,0.972
234,0.96
235,0.872
236,0.76
237,0.964
238,0.802
239,0.802
240,0.82
241,0.992
242,0.558
243,0.668
244,0.806
245,0.996
246,0.848
247,0.856
248,0.998
249,0.944
250,0.538
251,0.904
252,0.97
253,0.638
254,0.61
255,0.94
256,0.906
257,0.774
258,0.69
259,0.73
260,0.918
261,0.898
262,0.998
263,0.71
264,0.946
265,0.914
266,0.652
267,0.708
268,0.656
269,0.74
270,0.752
271,0.636
272,0.99
273,0.626
274,0.824
275,0.836
276,0.712
277,0.908
278,0.92
279,0.726
280,0.538
281,0.738
282,0.572
283,0.746
284,0.898
285,0.624
286,0.526
287,0.654
288,0.93
289,0.63
290,0.96
291,0.97
292,0.948
293,0.92
294,0.994
295,0.922
296,0.756
297,0.89
298,0.848
299,0.914
300,0.92
301,0.902
302,0.758
303,0.82
304,0.692
305,0.994
306,0.79
307,0.996
308,0.574
309,0.634
310,0.984
311,0.676
312,0.806
313,0.66
314,0.696
315,0.86
316,0.878
317,1
318,0.668
319,0.708
320,0.512
321,0.67
322,0.782
323,0.982
324,0.87
325,0.97
326,0.97
327,0.736
328,0.61
329,0.978
330,0.54
331,0.69
332,0.942
333,0.918
334,0.996
335,0.804
336,0.892
337,0.642
338,0.682
339,0.652
340,0.74
341,0.988
342,0.776
343,0.686
344,0.99
345,0.582
346,0.85
347,0.79
348,0.648
349,0.702
350,0.912
351,0.766
352,0.606
353,0.632
354,0.918
355,0.596
356,0.788
357,0.956
358,0.622
359,0.862
360,1
361,0.752
362,0.904
363,0.65
364,0.828
365,0.864
366,0.882
367,0.922
368,0.584
369,0.806
370,0.962
371,0.56
372,0.722
373,0.74
374,0.562
375,0.848
376,0.93
377,0.818
378,0.546
379,0.932
380,0.524
381,0.954
382,0.616
383,0.996
384,0.61
385,0.954
386,0.572
387,0.77
388,0.688
389,0.55
390,0.854
391,0.754
392,0.876
393,0.9
394,0.938
395,0.85
396,0.616
397,0.528
398,0.806
399,0.542
400,0.998
401,0.8
402,0.526
403,0.886
404,0.902
405,0.608
406,1
407,0.522
408,0.896
409,0.574
410,0.994
411,0.944
412,0.508
413,0.688
414,0.526
415,0.542
416,0.924
417,0.65
418,0.926
419,0.946
420,0.97
421,0.81
422,0.742
423,0.902
424,0.912
425,0.998
426,0.742
427,0.816
428,0.652
429,0.848
430,0.762
431,0.998
432,0.878
433,0.634
434,0.942
435,0.51
436,0.75
437,0.726
438,0.634
439,0.866
440,0.834
441,0.624
442,0.518
443,0.684
444,0.588
445,0.63
446,0.974
447,0.886
448,0.59
449,0.66
450,0.504
451,0.514
452,0.742
453,0.71
454,0.842
455,0.758
456,0.87
457,0.93
458,0.886
459,0.956
460,0.534
461,0.724
462,0.978
463,0.702
464,0.778
465,0.998
466,0.962
467,0.834
468,0.57
469,0.928
470,0.906
471,0.732
472,0.966
473,0.936
474,0.874
475,0.718
476,1
477,0.738
478,0.84
479,0.576
480,0.89
481,0.882
482,0.944
483,0.998
484,0.758
485,0.662
486,0.928
487,0.938
488,0.686
489,0.94
490,0.552
491,0.902
492,0.962
493,1
494,0.61
495,0.946
496,0.836
497,0.804
498,0.512
499,0.64
500,0.786
501,0.716
502,0.882
503,0.624
504,0.968
505,0.998
506,0.732
507,0.662
508,0.94
509,0.972
510,0.886
511,0.644
512,0.862
513,0.852
514,0.548
515,0.968
516,0.992
517,0.958
518,0.892
519,0.986
520,0.564
521,0.706
522,0.514
523,0.82
524,0.866
525,0.65
526,0.704
527,0.57
528,0.688
529,0.886
530,0.93
531,0.958
532,0.83
533,0.584
534,0.932
535,0.998
536,0.968
537,0.678
538,0.774
539,0.842
540,0.856
541,0.686
542,0.83
543,0.504
544,0.81
545,0.828
546,0.886
547,0.5
548,0.898
549,0.964
550,0.996
551,0.742
552,0.988
553,0.61
554,0.542
555,0.976
556,0.996
557,0.83
558,0.866
559,0.924
560,0.654
561,0.97
562,0.602
563,0.642
564,0.502
565,0.92
566,0.86
567,0.988
568,0.694
569,1
570,0.804
571,0.942
572,0.55
573,0.948
574,0.81
575,0.996
576,0.95
577,0.996
578,0.622
579,1
580,0.876
581,0.998
582,0.97
583,0.714
584,0.712
585,0.616
586,0.914
587,0.564
588,0.938
589,0.922
590,0.694
591,0.67
592,0.52
593,0.66
594,0.54
595,0.796
596,0.678
597,0.77
598,0.866
599,0.904
600,0.688
601,0.816
602,0.662
603,0.51
604,0.79
605,0.998
606,0.584
607,0.608
608,0.884
609,0.96
610,0.716
611,0.732
612,0.988
613,0.796
614,0.71
615,0.732
616,0.7
617,0.916
618,0.992
619,0.578
620,0.782
621,0.852
622,0.94
623,0.684
624,0.672
625,0.994
626,0.56
627,0.986
628,0.776
629,0.77
630,0.992
631,0.55
632,0.986
633,0.828
634,0.764
635,0.588
636,0.698
637,0.906
638,0.556
639,0.992
640,0.984
641,0.864
642,0.71
643,0.874
644,0.588
645,0.956
646,0.932
647,0.622
648,0.698
649,0.946
650,0.822
651,0.89
652,0.576
653,0.59
654,0.644
655,0.998
656,0.884
657,0.598
658,0.78
659,1
660,0.91
661,0.724
662,0.586
663,0.82
664,0.584
665,0.58
666,1
667,0.78
668,0.58
669,0.642
670,0.998
671,0.922
672,1
673,0.766
674,0.592
675,0.584
676,0.972
677,0.554
678,0.992
679,0.662
680,0.996
681,0.59
682,0.77
683,0.618
684,0.634
685,0.878
686,0.962
687,0.536
688,0.86
689,0.586
690,0.62
691,0.986
692,0.978
693,0.732
694,0.756
695,0.528
696,0.73
697,0.906
698,0.842
699,0.884
700,0.986
701,0.618
702,0.768
703,0.524
704,0.604
705,0.6
706,0.802
707,0.848
708,0.768
709,0.93
710,0.962
711,0.634
712,0.968
713,0.684
714,0.66
715,0.92
716,0.57
717,0.91
718,0.89
719,0.542
720,0.56
721,0.606
722,0.638
723,0.7
724,0.858
725,0.528
726,0.992
727,0.908
728,0.848
729,0.734
730,0.556
731,0.518
732,0.584
733,0.746
734,0.988
735,0.644
736,0.622
737,0.592
738,0.882
739,0.962
740,0.844
741,0.714
742,0.792
743,0.9
744,0.982
745,0.852
746,0.916
747,0.758
748,0.95
749,0.744
750,0.682
751,0.6
752,0.534
753,1
754,0.792
755,0.658
756,0.948
757,0.538
758,0.524
759,0.714
760,0.912
761,0.774
762,0.572
763,0.572
764,0.774
765,0.9
766,0.61
767,0.634
768,0.832
769,0.966
770,0.846
771,0.522
772,0.9
773,0.902
774,0.506
775,0.804
776,0.636
777,0.758
778,0.968
779,0.92
780,0.916
781,0.938
782,0.988
783,0.666
784,0.504
785,0.612
786,0.9
787,0.604
788,0.83
789,0.674
790,0.682
791,0.756
792,0.878
793,0.824
794,0.716
795,0.846
796,0.982
797,0.676
798,0.952
799,0.93
800,0.968
801,0.946
802,0.74
803,0.998
804,0.542
805,0.634
806,0.526
807,0.738
808,0.956
809,0.676
810,0.688
811,0.544
812,0.932
813,0.542
814,0.81
815,0.976
816,0.532
817,0.968
818,0.946
819,0.952
820,0.752
821,0.902
822,0.526
823,0.94
824,0.984
825,0.812
826,0.998
827,0.542
828,0.904
829,0.78
830,0.816
831,0.952
832,0.924
833,0.982
834,0.946
835,0.572
836,0.748
837,0.972
838,0.936
839,0.968
840,0.816
841,0.59
842,0.748
843,0.902
844,0.752
845,0.96
846,0.97
847,0.69
848,0.976
849,0.544
850,0.582
851,0.542
852,0.95
853,0.738
854,0.952
855,0.65
856,0.576
857,0.828
858,0.838
859,0.604
860,0.746
861,0.874
862,0.556
863,0.6
864,0.992
865,0.52
866,0.982
867,0.608
868,0.976
869,0.898
870,0.66
871,0.736
872,0.99
873,0.666
874,0.916
875,0.93
876,0.986
877,0.99
878,0.844
879,0.98
880,0.502
881,0.804
882,0.868
883,1
884,0.896
885,1
886,0.87
887,0.742
888,0.674
889,0.928
890,0.882
891,0.766
892,0.584
893,0.614
894,0.948
895,0.906
896,0.626
897,0.794
898,0.994
899,0.878
900,0.922
901,0.68
902,0.618
903,0.83
904,0.732
905,0.62
906,0.71
907,0.554
908,0.762
909,0.558
910,0.978
911,0.884
912,0.656
913,0.69
914,1
915,0.902
916,0.776
917,0.75
918,0.522
919,0.512
920,0.67
921,0.918
922,0.896
923,0.874
924,0.606
925,0.972
926,0.576
927,0.594
928,0.846
929,0.92
930,0.604
931,0.938
932,0.852
933,0.568
934,0.67
935,0.78
936,0.78
937,0.584
938,0.862
939,0.956
940,0.9
941,0.984
942,0.956
943,0.654
944,0.972
945,0.786
946,0.526
947,0.67
948,0.81
949,0.892
950,0.594
951,0.654
952,0.754
953,0.624
954,0.554
955,0.79
956,0.934
957,0.844
958,0.988
959,0.92
960,0.582
961,0.99
962,0.588
963,0.982
964,0.86
965,0.574
966,0.886
967,0.95
968,0.516
969,0.698
970,0.902
971,0.562
972,0.546
973,0.542
974,0.916
975,0.646
976,0.852
977,0.582
978,0.876
979,0.84
980,0.83
981,0.868
982,0.56
983,0.932
984,0.69
985,0.974
986,0.988
987,0.634
988,0.742
989,0.788
990,0.572
991,0.562
992,0.664
993,0.802
994,0.978
995,0.702
996,0.816
997,0.844
998,0.546
999,0.64
1000,0.542
1001,0.962
1002,0.988
1003,0.998
1004,0.522
1005,0.976
1006,0.592
1007,0.514
1008,0.768
1009,0.918
1010,0.906
1011,0.994
1012,0.502
1013,0.692
1014,0.642
1015,0.686
1016,0.972
1017,0.924
1018,0.73
1019,0.754
1020,0.768
1021,0.634
1022,0.698
1023,0.53
1024,0.712
1025,0.844
1026,0.682
1027,0.948
1028,0.954
1029,0.96
1030,0.636
1031,0.788
1032,0.516
1033,0.968
1034,0.642
1035,0.982
1036,0.942
1037,0.832
1038,0.506
1039,0.558
1040,0.662
1041,0.732
1042,0.968
1043,0.576
1044,0.582
1045,0.6
1046,0.632
1047,0.66
1048,0.94
1049,0.774
1050,0.594
1051,0.944
1052,0.726
1053,0.74
1054,0.526
1055,0.91
1056,0.55
1057,0.788
1058,0.966
1059,0.998
1060,0.974
1061,0.852
1062,0.87
1063,0.942
1064,0.696
1065,0.544
1066,0.748
1067,0.532
1068,0.508
1069,0.766
1070,0.614
1071,0.98
1072,0.818
1073,0.938
1074,0.682
1075,0.706
1076,0.566
1077,0.862
1078,0.59
1079,0.918
1080,1
1081,0.956
1082,0.794
1083,0.864
1084,0.982
1085,0.89
1086,0.566
1087,0.948
1088,0.678
1089,0.932
1090,0.94
1091,0.546
1092,0.832
1093,0.654
1094,0.784
1095,0.902
1096,0.964
1097,0.534
1098,1
1099,0.98
1100,0.984
1101,0.748
1102,0.566
1103,0.624
1104,0.984
1105,0.646
1106,0.908
1107,0.9
1108,0.976
1109,0.986
1110,0.716
1111,0.966
1112,0.75
1113,0.988
1114,0.606
1115,0.71
1116,0.664
1117,0.984
1118,0.61
1119,0.85
1120,0.716
1121,0.878
1122,0.568
1123,0.988
1124,0.74
1125,0.57
1126,0.72
1127,0.624
1128,0.626
1129,0.834
1130,0.594
1131,0.698
1132,0.828
1133,0.962
1134,0.982
1135,0.534
1136,0.868
1137,0.68
1138,0.522
1139,0.852
1140,0.894
1141,0.658
1142,0.506
1143,0.848
1144,0.932
1145,0.998
1146,0.802
1147,0.942
1148,0.674
1149,0.778
1150,0.514
1151,0.762
1152,0.796
1153,0.738
1154,0.598
1155,0.712
1156,0.846
1157,0.856
1158,0.59
1159,0.538
1160,0.78
1161,0.904
1162,0.52
1163,0.754
1164,0.544
1165,0.98
1166,0.964
1167,0.952
1168,0.566
1169,0.576
1170,0.932
1171,0.92
1172,0.814
1173,0.796
1174,0.872
1175,0.916
1176,0.706
1177,0.658
1178,0.942
1179,0.718
1180,0.686
1181,0.908
1182,0.668
1183,0.996
1184,0.61
1185,0.616
1186,0.964
1187,0.826
1188,0.94
1189,0.95
1190,0.956
1191,0.556
1192,0.516
1193,0.954
1194,0.932
1195,0.568
1196,0.82
1197,0.79
1198,0.648
1199,0.754
1200,0.816
1201,0.562
1202,0.972
1203,0.992
1204,0.848
1205,0.966
1206,0.61
1207,0.78
1208,0.996
1209,0.67
1210,0.622
1211,0.798
1212,0.646
1213,0.53
1214,0.728
1215,0.602
1216,0.788
1217,0.836
1218,0.864
1219,0.942
1220,0.984
1221,0.87
1222,0.848
1223,0.794
1224,0.864
1225,0.552
1226,0.784
1227,0.664
1228,0.68
1229,0.766
1230,0.984
1231,0.792
1232,0.582
1233,0.59
1234,0.64
1235,0.676
1236,0.558
1237,0.994
1238,0.9
1239,1
1240,0.636
1241,0.97
1242,0.988
1243,0.86
1244,0.574
1245,0.502
1246,0.538
1247,0.73
1248,0.652
1249,0.95
1250,0.802
1251,0.532
1252,0.504
1253,0.642
1254,0.902
1255,0.758
1256,0.86
1257,1
1258,0.982
1259,0.804
1260,0.776
1261,0.986
1262,0.902
1263,0.618
1264,0.85
1265,0.658
1266,0.87
1267,0.994
1268,0.5
1269,0.73
1270,0.966
1271,0.636
1272,0.83
1273,0.852
1274,0.596
1275,0.966
1276,0.902
1277,0.508
1278,0.678
1279,0.914
1280,0.798
1281,0.912
1282,0.93
1283,0.7
1284,0.67
1285,0.562
1286,0.826
1287,0.856
1288,1
1289,0.708
1290,0.738
1291,0.656
1292,0.85
1293,0.934
1294,0.594
1295,0.946
1296,0.978
1297,0.982
1298,0.702
1299,0.854
1300,0.894
1301,0.958
1302,0.998
1303,0.754
1304,0.504
1305,0.764
1306,0.738
1307,0.504
1308,0.932
1309,0.712
1310,0.892
1311,0.564
1312,0.948
1313,0.942
1314,0.518
1315,0.858
1316,0.8
1317,0.846
1318,0.834
1319,0.934
1320,0.97
1321,0.908
1322,0.568
1323,0.916
1324,0.566
1325,0.742
1326,0.946
1327,0.962
1328,0.766
1329,0.99
1330,0.654
1331,0.996
1332,0.958
1333,0.866
1334,0.952
1335,0.994
1336,0.9
1337,0.752
1338,1
1339,0.694
1340,0.71
1341,0.962
1342,0.564
1343,0.75
1344,0.99
1345,0.97
1346,0.808
1347,0.898
1348,0.796
1349,0.846
1350,0.982
1351,0.704
1352,0.798
1353,0.608
1354,0.542
1355,0.576
1356,0.798
1357,0.982
1358,0.784
1359,0.604
1360,0.608
1361,0.988
1362,0.536
1363,0.978
1364,0.622
1365,0.924
1366,0.602
1367,0.726
1368,0.9
1369,0.794
1370,0.958
1371,0.74
1372,0.946
1373,0.59
1374,0.732
1375,0.848
1376,0.88
1377,0.906
1378,0.892
1379,0.782
1380,0.628
1381,0.728
1382,0.626
1383,0.696
1384,0.958
1385,0.908
1386,0.532
1387,0.674
1388,0.626
1389,0.984
1390,0.696
1391,0.986
1392,0.692
1393,0.976
1394,0.794
1395,0.652
1396,0.826
1397,0.866
1398,0.59
1399,0.962
1400,0.686
1401,0.784
1402,0.516
1403,0.608
1404,0.762
1405,0.674
1406,0.964
1407,0.978
1408,0.738
1409,0.732
1410,0.66
1411,0.888
1412,0.966
1413,0.984
1414,0.982
1415,0.612
1416,0.98
1417,0.884
1418,0.7
1419,0.624
1420,0.534
1421,0.556
1422,0.974
1423,0.996
1424,0.678
1425,0.894
1426,0.526
1427,0.732
1428,0.998
1429,0.782
1430,0.658
1431,0.948
1432,0.75
1433,0.986
1434,0.544
1435,0.722
1436,0.81
1437,0.936
1438,0.548
1439,0.944
1440,0.616
1441,0.6
1442,0.578
1443,0.812
1444,0.858
1445,0.986
1446,0.87
1447,0.85
1448,0.7
1449,0.804
1450,0.548
1451,0.978
1452,0.634
1453,0.774
1454,0.81
1455,0.92
1456,0.824
1457,0.574
1458,0.628
1459,0.664
1460,0.752
1461,0.518
1462,0.55
1463,0.588
1464,0.548
1465,0.942
1466,0.718
1467,0.612
1468,0.654
1469,0.98
1470,0.79
1471,0.542
1472,0.902
1473,0.552
1474,0.592
1475,0.994
1476,0.798
1477,0.998
1478,0.886
1479,0.816
1480,0.914
1481,0.714
1482,0.964
1483,0.792
1484,0.978
1485,0.67
1486,0.914
1487,0.998
1488,0.854
1489,0.822
1490,0.576
1491,0.636
1492,0.778
1493,0.876
1494,0.826
1495,0.822
1496,0.686
1497,0.982
1498,0.708
1499,0.922
1500,0.774
1501,0.59
1502,0.866
1503,0.928
1504,0.978
1505,0.716
1506,0.746
1507,0.87
1508,0.99
1509,0.648
1510,0.746
1511,0.836
1512,0.802
1513,0.984
1514,0.56
1515,0.876
1516,0.624
1517,0.526
1518,0.594
1519,0.532
1520,0.854
1521,0.694
1522,0.686
1523,0.96
1524,0.8
1525,0.608
1526,0.908
1527,0.996
1528,0.662
1529,0.886
1530,0.66
1531,0.752
1532,0.538
1533,0.59
1534,0.658
1535,0.85
1536,0.688
1537,0.928
1538,0.532
1539,0.986
1540,0.692
1541,0.678
1542,0.946
1543,0.886
1544,0.934
1545,0.984
1546,0.56
1547,0.518
1548,0.592
1549,0.684
1550,0.998
1551,0.768
1552,0.79
1553,0.996
1554,0.542
1555,0.814
1556,0.998
1557,0.79
1558,0.962
1559,0.598
1560,0.512
1561,0.636
1562,0.996
1563,0.532
1564,0.576
1565,0.688
1566,0.932
1567,0.926
1568,0.946
1569,0.996
1570,0.876
1571,0.762
1572,0.976
1573,0.68
1574,0.562
1575,0.79
1576,0.582
1577,0.994
1578,0.724
1579,0.926
1580,0.604
1581,0.892
1582,0.746
1583,0.766
1584,1
1585,0.502
1586,0.922
1587,0.916
1588,0.562
1589,0.74
1590,0.944
1591,0.668
1592,0.816
1593,0.682
1594,0.68
1595,0.886
1596,0.598
1597,0.512
1598,0.674
1599,0.69
1600,0.694
1601,0.854
1602,0.962
1603,0.59
1604,0.924
1605,0.802
1606,0.99
1607,0.836
1608,0.684
1609,1
1610,0.756
1611,0.746
1612,0.952
1613,0.966
1614,0.852
1615,0.92
1616,0.576
1617,0.936
1618,0.6
1619,0.966
1620,0.75
1621,0.846
1622,0.936
1623,0.774
1624,0.576
1625,0.66
1626,0.988
1627,0.706
1628,0.958
1629,0.934
1630,0.628
1631,0.956
1632,0.538
1633,0.52
1634,0.548
1635,0.976
1636,0.5
1637,0.964
1638,0.896
1639,0.804
1640,0.51
1641,0.968
1642,0.938
1643,0.566
1644,0.512
1645,0.53
1646,0.974
1647,0.784
1648,0.99
1649,0.624
1650,0.818
1651,0.876
1652,0.998
1653,0.592
1654,0.722
1655,0.874
1656,0.876
1657,0.658
1658,0.722
1659,0.892
1660,0.838
1661,0.87
1662,0.99
1663,0.996
1664,0.966
1665,0.986
1666,0.86
1667,0.78
1668,0.952
1669,0.888
1670,0.586
1671,0.718
1672,0.948
1673,0.526
1674,0.636
1675,0.89
1676,0.52
1677,0.796
1678,0.692
1679,0.68
1680,0.956
1681,0.544
1682,0.97
1683,0.716
1684,0.504
1685,0.834
1686,0.866
1687,0.68
1688,0.798
1689,0.664
1690,0.968
1691,0.974
1692,0.684
1693,0.764
1694,0.804
1695,0.552
1696,0.69
1697,0.97
1698,0.734
1699,0.654
1700,0.682
1701,0.638
1702,0.59
1703,0.556
1704,0.946
1705,0.678
1706,0.702
1707,0.836
1708,0.57
1709,0.59
1710,0.894
1711,0.748
1712,0.908
1713,0.654
1714,0.788
1715,0.528
1716,0.976
1717,1
1718,0.514
1719,0.646
1720,0.974
1721,0.798
1722,0.976
1723,0.972
1724,0.988
1725,0.824
1726,0.824
1727,0.546
1728,0.686
1729,0.74
1730,0.596
1731,0.994
1732,1
1733,0.922
1734,0.592
1735,0.744
1736,0.834
1737,0.674
1738,0.582
1739,0.6
1740,0.636
1741,0.71
1742,0.862
1743,0.884
1744,0.566
1745,0.716
1746,0.9
1747,0.96
1748,0.598
1749,0.818
1750,0.722
1751,0.776
1752,0.586
1753,0.858
1754,0.522
1755,0.648
1756,0.938
1757,0.818
1758,0.628
1759,0.582
1760,0.55
1761,0.586
1762,0.646
1763,0.788
1764,0.922
1765,0.802
1766,0.96
1767,0.566
1768,0.986
1769,0.546
1770,0.994
1771,0.81
1772,0.678
1773,0.746
1774,0.554
1775,0.976
1776,0.684
1777,0.664
1778,0.764
1779,0.682
1780,0.978
1781,0.774
1782,0.622
1783,0.994
1784,1
1785,0.968
1786,0.544
1787,0.608
1788,0.942
1789,0.684
1790,0.626
1791,0.734
1792,0.506
1793,0.908
1794,0.86
1795,0.982
1796,0.912
1797,0.798
1798,0.618
1799,0.982
1800,0.798
1801,0.784
1802,0.996
1803,0.846
1804,1
1805,0.716
1806,0.628
1807,0.922
1808,0.976
1809,0.998
1810,0.722
1811,0.56
1812,0.986
1813,0.732
1814,0.784
1815,0.996
1816,0.874
1817,0.976
1818,0.874
1819,0.69
1820,0.966
1821,0.732
1822,0.656
1823,0.838
1824,0.888
1825,0.81
1826,0.998
1827,0.916
1828,0.544
1829,0.726
1830,0.502
1831,0.992
1832,0.67
1833,0.904
1834,0.664
1835,0.822
1836,0.87
1837,0.84
1838,0.792
1839,0.96
1840,0.944
1841,0.974
1842,0.99
1843,0.948
1844,0.83
1845,0.93
1846,0.994
1847,0.594
1848,0.772
1849,0.958
1850,0.82
1851,0.694
1852,0.804
1853,0.88
1854,0.522
1855,0.916
1856,0.672
1857,0.954
1858,0.754
1859,0.674
1860,0.968
1861,0.908
1862,0.564
1863,0.74
1864,0.532
1865,0.972
1866,0.746
1867,0.606
1868,0.874
1869,0.914
1870,0.93
1871,0.956
1872,0.714
1873,0.914
1874,0.544
1875,0.854
1876,0.782
1877,0.58
1878,0.924
1879,0.984
1880,0.682
1881,0.834
1882,0.692
1883,0.506
1884,0.666
1885,0.852
1886,0.972
1887,0.548
1888,0.622
1889,0.976
1890,0.76
1891,0.602
1892,0.508
1893,0.792
1894,0.596
1895,0.704
1896,0.924
1897,0.658
1898,0.994
1899,0.81
1900,0.588
1901,0.506
1902,0.632
1903,0.814
1904,0.932
1905,0.8
1906,0.508
1907,0.896
1908,0.784
1909,0.866
1910,0.98
1911,0.764
1912,0.502
1913,0.78
1914,0.6
1915,0.584
1916,0.774
1917,0.546
1918,0.558
1919,0.992
1920,0.948
1921,0.62
1922,0.738
1923,0.884
1924,0.656
1925,0.966
1926,0.98
1927,0.828
1928,0.738
1929,0.922
1930,0.992
1931,0.588
1932,0.89
1933,0.962
1934,0.532
1935,0.696
1936,0.974
1937,0.924
1938,0.568
1939,0.508
1940,0.806
1941,0.972
1942,0.988
1943,0.792
1944,0.986
1945,0.618
1946,0.742
1947,0.964
1948,0.876
1949,0.972
1950,0.574
1951,0.61
1952,0.762
1953,0.98
1954,0.674
1955,0.558
1956,0.588
1957,0.584
1958,0.54
1959,0.62
1960,0.766
1961,0.984
1962,0.716
1963,0.904
1964,0.628
1965,1
1966,0.706
1967,0.746
1968,0.592
1969,0.62
1970,0.694
1971,0.664
1972,0.886
1973,0.646
1974,0.534
1975,0.89
1976,0.694
1977,0.768
1978,0.684
1979,0.952
1980,0.928
1981,0.588
1982,0.698
1983,0.878
1984,0.944
1985,0.942
1986,0.804
1987,0.968
1988,0.886
1989,0.798
1990,0.88
1991,0.592
1992,0.532
1993,0.898
1994,0.618
1995,0.836
1996,0.536
1997,0.6
1998,1
1999,0.984
2000,0.686
2001,0.9
2002,0.5
2003,0.95
2004,0.81
2005,0.686
2006,0.636
2007,0.524
2008,0.666
2009,0.538
2010,0.92
2011,0.962
2012,0.926
2013,0.514
2014,0.946
2015,0.884
2016,1
2017,0.75
2018,0.97
2019,0.654
2020,0.926
2021,0.754
2022,0.94
2023,0.676
2024,0.846
2025,0.978
2026,0.922
2027,0.616
2028,0.536
2029,0.576
2030,0.992
2031,0.922
2032,0.962
2033,0.89
2034,0.502
2035,0.99
2036,0.994
2037,0.794
2038,0.54
2039,0.502
2040,0.558
2041,0.532
2042,0.902
2043,0.634
2044,0.692
2045,0.67
2046,0.704
2047,0.986
2048,0.954
2049,0.99
2050,0.716
2051,0.738
2052,0.892
2053,0.996
2054,0.66
2055,0.634
2056,0.766
2057,0.97
2058,0.648
2059,0.54
2060,0.55
2061,0.996
2062,0.574
2063,0.706
2064,0.754
2065,0.89
2066,0.762
2067,0.976
2068,0.594
2069,0.612
2070,0.624
2071,0.98
2072,0.862
2073,0.572
2074,0.948
2075,0.904
2076,0.558
2077,0.834
2078,0.966
2079,0.84
2080,0.966
2081,0.956
2082,0.616
2083,0.976
2084,0.822
2085,0.894
2086,0.716
2087,0.726
2088,0.584
2089,0.534
2090,0.566
2091,0.53
2092,0.87
2093,0.882
2094,0.59
2095,0.91
2096,0.698
2097,0.752
2098,0.966
2099,0.518
2100,0.802
2101,0.846
2102,0.62
2103,0.574
2104,0.67
2105,0.538
2106,0.924
2107,0.508
2108,0.606
2109,0.74
2110,0.782
2111,0.606
2112,0.83
2113,0.696
2114,0.628
2115,0.53
2116,0.558
2117,0.79
2118,0.802
2119,0.73
2120,0.978
2121,0.916
2122,0.708
2123,0.91
2124,0.768
2125,0.698
2126,0.928
2127,0.584
2128,1
2129,0.902
2130,0.872
2131,0.958
2132,0.998
2133,0.55
2134,0.548
2135,0.936
2136,0.908
2137,0.994
2138,0.508
2139,0.604
2140,0.594
2141,0.95
2142,0.854
2143,0.814
2144,0.964
2145,0.854
2146,0.648
2147,0.792
2148,0.916
2149,0.944
