"name","birthday","education.classes.description","education.classes.from.id","education.classes.from.name","education.classes.id","education.classes.name","education.classes.with.id","education.classes.with.name","education.concentration.id","education.concentration.name","education.degree.id","education.degree.name","education.school.id","education.school.name","education.type","education.with.id","education.with.name","education.year.id","education.year.name","first_name","gender","hometown.id","hometown.name","id","languages.id","languages.name","last_name","locale","location","location.id","location.name","middle_name","name.1","political","religion","work.description","work.employer.id","work.employer.name","work.end_date","work.from.id","work.from.name","work.location.id","work.location.name","work.position.id","work.position.name","work.projects.description","work.projects.end_date","work.projects.from.id","work.projects.from.name","work.projects.id","work.projects.name","work.projects.start_date","work.projects.with.id","work.projects.with.name","work.start_date","work.with.id","work.with.name"
27038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5993,1,NA,NA,27038,NA,NA,16851,1,NA,NA,NA,974,26805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27039,224,NA,NA,NA,NA,NA,NA,NA,499,382,NA,NA,22100,20739,2,NA,NA,9,8,524,0,2673,2663,27039,NA,NA,16852,1,NA,624,618,NA,26806,NA,NA,NA,18710,17978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,0,NA,NA,27040,NA,NA,16853,1,NA,185,185,NA,26807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27041,310,NA,NA,NA,NA,NA,NA,NA,159,156,2,2,22096,20735,2,NA,NA,NA,NA,3561,1,293,293,27041,NA,NA,16854,1,NA,3240,3227,NA,26808,NA,NA,4660,18711,17979,5,NA,NA,2446,2407,8073,7867,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
27042,993,NA,NA,NA,NA,NA,NA,NA,5599,5375,1398,1376,22114,20751,2,NA,NA,8,7,8787,0,527,524,27042,NA,NA,5008,1,NA,185,185,NA,26809,NA,NA,4663,18721,17989,118,NA,NA,695,682,8079,7873,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,NA,NA
27043,6972,NA,NA,NA,NA,NA,NA,NA,105,105,NA,NA,22096,20735,2,NA,NA,0,0,3557,0,NA,NA,27043,NA,NA,16855,1,NA,185,185,NA,26810,NA,NA,NA,6835,1860,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA
27044,220,NA,NA,NA,NA,NA,NA,NA,5602,5378,26,26,22118,20755,2,NA,NA,17,15,9211,0,1415,1409,27044,152,124,16856,1,NA,1760,1753,NA,26811,NA,NA,NA,18724,17992,NA,NA,NA,2447,2408,8080,7874,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
27045,231,NA,NA,NA,NA,NA,NA,NA,289,276,2,2,22096,20735,2,4756,4731,0,0,5993,1,NA,NA,27045,303,234,950,1,NA,NA,NA,NA,26812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,1,NA,NA,27046,NA,NA,16857,1,NA,NA,NA,NA,26813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,1,NA,NA,27047,NA,NA,16858,1,NA,NA,NA,NA,26814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,NA,NA,27048,NA,NA,513,1,NA,NA,NA,NA,10265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27049,550,NA,NA,NA,NA,NA,NA,NA,2218,2114,33,32,22100,20739,2,4757,4732,6,2,440,1,4629,4615,27049,413,319,16859,1,NA,8,8,NA,26815,NA,NA,NA,18729,17996,68,NA,NA,1845,1820,8084,7878,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA
27050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9212,0,NA,NA,27050,NA,NA,5240,1,NA,NA,NA,NA,26816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27051,6973,NA,NA,NA,NA,NA,NA,NA,5604,5380,NA,NA,5440,5178,2,NA,NA,7,6,2068,0,NA,NA,27051,NA,NA,1952,1,NA,185,185,NA,26817,NA,NA,NA,18695,17964,5,NA,NA,NA,NA,2906,2812,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
27052,1414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22100,20739,2,NA,NA,1,1,449,0,1929,1920,27052,NA,NA,2236,1,NA,624,618,NA,26818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27053,NA,NA,NA,NA,NA,NA,NA,NA,468,435,36,35,22096,20735,2,NA,NA,23,19,3632,0,4630,4616,27053,NA,NA,16860,1,NA,NA,NA,NA,26819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27054,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,NA,NA,27054,17,11,16861,1,NA,NA,NA,NA,26820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700,1,NA,NA,27055,NA,NA,16862,1,NA,NA,NA,NA,26821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,1,NA,NA,27056,NA,NA,16863,1,NA,624,618,NA,26822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1656,NA,NA,NA,27057,NA,NA,16864,1,NA,NA,NA,NA,26823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27058,NA,NA,NA,NA,NA,NA,NA,NA,105,105,43,41,22096,20735,2,NA,NA,0,0,3473,0,NA,NA,27058,17,11,16865,1,NA,1209,1202,NA,26824,NA,NA,NA,4215,4129,4,NA,NA,1759,1734,8085,7879,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA
27059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1698,0,NA,NA,27059,NA,NA,16866,1,NA,NA,NA,NA,26825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22096,20735,2,4758,4733,NA,NA,4077,1,NA,NA,27060,NA,NA,2864,1,NA,185,185,NA,26826,NA,NA,4664,18695,17964,5,NA,NA,1615,1593,8086,7880,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA
27061,69,NA,NA,NA,NA,NA,NA,NA,289,276,2,2,22096,20735,2,NA,NA,20,15,9213,0,794,789,27061,NA,NA,2785,1,NA,3241,3228,NA,26827,NA,NA,NA,18699,17968,20,NA,NA,964,947,8087,664,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA
27062,5310,NA,NA,NA,NA,NA,NA,NA,5606,5382,2,2,22105,20744,2,NA,NA,17,15,449,0,4631,4617,27062,NA,NA,16867,1,NA,185,185,NA,26828,NA,NA,NA,10180,9851,8,NA,NA,695,682,8092,7885,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA
27063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644,0,NA,NA,27063,NA,NA,16868,1,NA,624,618,NA,26829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27064,3820,NA,NA,NA,NA,NA,NA,NA,233,210,2,2,22096,20735,2,NA,NA,4,4,9214,0,4632,4618,27064,2,2,16869,1,NA,2156,2147,NA,26830,NA,NA,NA,18734,18001,30,NA,NA,1029,1012,8095,7888,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA
27065,1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,22096,20735,2,NA,NA,2,2,449,0,3076,3066,27065,11,11,2912,1,NA,624,618,NA,26831,NA,NA,NA,18738,18005,68,NA,NA,2449,2410,1332,1273,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA
27066,1548,NA,NA,NA,NA,NA,NA,NA,289,276,NA,NA,844,815,2,NA,NA,8,7,5395,0,NA,NA,27066,NA,NA,16870,1,NA,616,610,NA,26832,NA,NA,NA,2336,2297,NA,NA,NA,NA,NA,2906,2812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27067,163,NA,NA,NA,NA,NA,NA,NA,5607,5383,2,2,22096,20735,2,NA,NA,8,7,4338,1,4633,4619,27067,2,2,16871,1,NA,8,8,NA,26833,NA,NA,NA,18742,18008,74,433,433,153,153,8100,7893,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,1634,1634
27068,2671,NA,NA,NA,NA,NA,NA,NA,68,68,NA,NA,22096,20735,1,NA,NA,NA,NA,86,0,1908,1899,27068,NA,NA,2934,1,NA,NA,NA,NA,26834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27069,6974,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,22096,20735,2,NA,NA,4,4,9215,0,NA,NA,27069,NA,NA,16872,1,NA,185,185,NA,26835,NA,NA,NA,18743,18009,5,NA,NA,NA,NA,3561,3453,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
27070,680,NA,NA,NA,NA,NA,NA,NA,289,276,29,29,8670,8227,2,NA,NA,1,1,9216,1,NA,NA,27070,NA,NA,1945,1,NA,NA,NA,NA,26836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27071,1321,NA,NA,NA,NA,NA,NA,NA,747,142,493,484,22096,20735,2,4758,4733,19,16,9217,0,125,125,27071,NA,NA,16873,1,NA,112,112,NA,26837,NA,NA,4666,18745,18011,67,NA,NA,2450,2411,8101,7894,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA
27072,NA,NA,NA,NA,NA,NA,NA,NA,1976,1876,2,2,22096,20735,2,NA,NA,0,0,361,1,NA,NA,27072,NA,NA,674,1,NA,185,185,NA,26838,NA,NA,4667,18748,18014,172,NA,NA,956,939,8104,7897,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,NA,NA
27073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,0,NA,NA,27073,NA,NA,935,1,NA,NA,NA,NA,26839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27074,901,NA,NA,NA,83,79,NA,NA,279,268,2,2,844,815,2,4760,4735,30,26,463,1,317,317,27074,0,0,6856,1,NA,104,104,1759,26840,NA,NA,NA,18749,18015,5,NA,NA,353,344,8069,7863,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA
27075,1414,NA,NA,NA,NA,NA,NA,NA,129,128,NA,NA,22100,20739,2,NA,NA,2,2,9218,0,1415,1409,27075,828,656,16874,1,NA,624,618,NA,26841,NA,NA,NA,18699,17968,170,NA,NA,2447,2408,531,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA
27076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,0,NA,NA,27076,NA,NA,16875,1,NA,3242,3229,NA,26842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27077,1436,NA,NA,NA,NA,NA,NA,NA,105,105,NA,NA,844,815,1,NA,NA,29,25,6841,1,4634,4620,27077,NA,NA,16876,2,NA,364,362,NA,26843,NA,NA,NA,11522,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27078,NA,NA,NA,NA,NA,NA,NA,NA,20,20,NA,NA,22096,20735,2,NA,NA,30,26,5561,0,NA,NA,27078,NA,NA,16877,1,NA,3243,3230,NA,26844,NA,NA,NA,18752,18018,162,NA,NA,1549,1529,1884,1809,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA
27079,70,NA,1157,1154,1996,1958,4165,4133,235,227,2,2,22096,20735,2,NA,NA,1,1,5010,0,4635,4621,27079,63,57,16878,1,NA,624,618,NA,26845,NA,NA,NA,18754,18020,110,NA,NA,2451,2412,8107,7900,NA,NA,NA,NA,1341,1338,NA,NA,NA,26,NA,NA
27080,1129,NA,NA,NA,NA,NA,NA,NA,300,287,2,2,22096,20735,2,NA,NA,0,0,486,0,NA,NA,27080,NA,NA,950,1,NA,NA,NA,NA,26846,NA,NA,NA,18758,18024,5,NA,NA,NA,NA,2289,2208,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
27081,NA,NA,NA,NA,NA,NA,NA,NA,289,276,2,2,22096,20735,2,NA,NA,11,8,9219,0,4636,4622,27081,2,2,16879,1,NA,1760,1753,63,26847,NA,NA,NA,18759,18025,NA,NA,NA,2447,2408,4750,4606,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA
27082,124,NA,NA,NA,NA,NA,NA,NA,105,105,2,2,844,815,2,NA,NA,NA,NA,123,1,910,905,27082,NA,NA,10420,1,NA,112,112,NA,26848,NA,NA,NA,18071,9321,110,NA,NA,40,40,6578,6400,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA
27083,845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,844,815,2,NA,NA,NA,NA,864,0,NA,NA,27083,NA,NA,16880,1,NA,4,4,NA,26849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27084,642,NA,NA,NA,100,96,NA,NA,290,277,2,2,21505,1747,2,NA,NA,0,0,4279,0,1922,1913,27084,NA,NA,16881,1,NA,NA,NA,1,26850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27085,6975,NA,NA,NA,NA,NA,NA,NA,8,8,2,2,22096,20735,2,NA,NA,5,5,9220,0,4637,4623,27085,NA,NA,16882,1,NA,185,185,NA,26851,NA,NA,NA,18763,18029,5,NA,NA,695,682,8111,7904,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
27086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3449,1,NA,NA,27086,NA,NA,16883,1,NA,NA,NA,NA,26852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,832,1,NA,NA,27087,NA,NA,16884,1,NA,NA,NA,NA,26853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27088,3415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297,1239,2,4762,4737,6,2,4672,1,NA,NA,27088,NA,NA,4700,1,NA,624,618,NA,26854,NA,NA,NA,18699,17968,NA,NA,NA,695,682,122,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
27089,90,NA,NA,NA,NA,NA,NA,NA,235,227,2,2,22118,20755,2,NA,NA,20,15,3859,0,4638,4624,27089,NA,NA,16885,1,NA,185,185,NA,26855,NA,NA,NA,1618,1596,5,NA,NA,NA,NA,8113,7906,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
27090,4303,NA,NA,NA,NA,NA,NA,NA,279,268,NA,NA,22096,20735,2,NA,NA,11,8,75,0,527,524,27090,NA,NA,9576,1,NA,185,185,NA,26856,NA,NA,4668,18767,18033,5,NA,NA,695,682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
27091,6976,NA,NA,NA,NA,NA,NA,NA,3057,2919,NA,NA,2719,2597,1,NA,NA,7,6,2154,0,4639,4625,27091,62,56,16886,1,NA,185,185,NA,26857,NA,NA,NA,2195,2157,94,NA,NA,2452,2413,8114,7907,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA
27092,391,NA,NA,NA,NA,NA,NA,NA,5609,5385,2,2,22096,20735,2,NA,NA,NA,NA,558,0,527,524,27092,NA,NA,16887,1,NA,185,185,NA,26858,NA,NA,4669,18699,17968,194,NA,NA,NA,NA,370,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA
27093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7760,0,NA,NA,27093,NA,NA,4899,1,NA,NA,NA,NA,26859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27094,6813,NA,NA,NA,NA,NA,NA,NA,289,276,2,2,22096,20735,2,4763,4738,11,8,3451,0,4640,4626,27094,NA,NA,9338,1,NA,1201,1194,NA,26860,NA,NA,NA,18770,18035,NA,NA,NA,2453,2414,5244,5088,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
27095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,22096,20735,2,NA,NA,NA,NA,9221,0,NA,NA,27095,NA,NA,16888,1,NA,185,185,1760,26861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27096,860,NA,NA,NA,NA,NA,NA,NA,1342,1261,26,26,22096,20735,2,NA,NA,4,4,9222,0,1512,1506,27096,2,2,16889,1,NA,1365,1358,NA,26862,NA,NA,NA,18772,18037,24,NA,NA,1615,1593,122,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA
27097,NA,NA,NA,NA,NA,NA,NA,NA,2362,2256,3,3,22156,815,2,NA,NA,8,7,9223,1,118,118,27097,711,561,16890,1,NA,57,57,NA,26863,NA,NA,4671,18776,18041,5,434,434,49,49,8115,7908,NA,NA,249,249,1342,1339,NA,885,885,2,NA,NA
27098,NA,NA,NA,NA,1997,1959,NA,NA,3458,3315,8,8,3697,3527,2,NA,NA,36,32,172,1,4641,4627,27098,NA,NA,5341,1,NA,578,572,NA,26864,NA,NA,NA,6869,6679,5,NA,NA,825,809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
27099,229,NA,NA,NA,NA,NA,NA,NA,105,105,NA,NA,22096,20735,2,NA,NA,NA,NA,362,1,NA,NA,27099,NA,NA,16891,1,NA,NA,NA,NA,26865,NA,NA,NA,18695,17964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA
27100,6977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,0,NA,NA,27100,NA,NA,176,1,NA,1736,1729,NA,26866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27101,360,NA,NA,NA,NA,NA,NA,NA,5026,4812,203,195,14072,13245,2,NA,NA,NA,NA,9224,1,4642,4628,27101,NA,NA,2788,1,NA,NA,NA,NA,26867,NA,NA,NA,18726,17964,NA,NA,NA,NA,NA,8116,7909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27102,766,NA,NA,NA,NA,NA,NA,NA,5615,5391,2,2,22096,20735,2,4776,4751,9,8,9225,0,4643,4629,27102,2,2,16892,1,NA,624,618,143,26868,NA,NA,4672,3915,3840,73,NA,NA,2447,2408,8117,7910,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA
