"name","birthday","education.classes.description","education.classes.from.id","education.classes.from.name","education.classes.id","education.classes.name","education.classes.with.id","education.classes.with.name","education.concentration.id","education.concentration.name","education.degree.id","education.degree.name","education.school.id","education.school.name","education.type","education.with.id","education.with.name","education.year.id","education.year.name","first_name","gender","hometown.id","hometown.name","id","languages.id","languages.name","last_name","locale","location","location.id","location.name","middle_name","name.1","political","religion","work.description","work.employer.id","work.employer.name","work.end_date","work.from.id","work.from.name","work.location.id","work.location.name","work.position.id","work.position.name","work.projects.description","work.projects.end_date","work.projects.from.id","work.projects.from.name","work.projects.id","work.projects.name","work.projects.start_date","work.projects.with.id","work.projects.with.name","work.start_date","work.with.id","work.with.name","circleid"
250,NA,NA,NA,NA,84,80,NA,NA,NA,NA,NA,NA,221,214,1,22,22,NA,NA,192,0,116,116,250,NA,NA,232,1,NA,62,62,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183
251,190,NA,NA,NA,85,81,NA,NA,NA,NA,NA,NA,224,217,1,NA,NA,4,4,193,1,112,112,251,NA,NA,233,1,NA,57,57,NA,251,NA,NA,NA,203,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,175
252,191,NA,NA,NA,86,82,51,51,NA,NA,NA,NA,226,219,1,NA,NA,31,27,194,0,117,117,252,35,30,234,1,NA,57,57,NA,252,NA,NA,NA,206,205,32,NA,NA,49,49,117,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,186
253,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,224,2,NA,NA,NA,NA,195,1,118,118,253,NA,NA,235,1,NA,63,63,NA,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
254,193,NA,NA,NA,90,86,NA,NA,105,105,NA,NA,235,228,1,NA,NA,8,7,196,0,119,119,254,2,2,236,1,NA,64,64,NA,254,NA,NA,NA,207,206,NA,NA,NA,50,50,118,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,189
255,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,230,1,NA,NA,30,26,197,0,NA,NA,255,NA,NA,237,1,NA,57,57,NA,255,NA,NA,NA,210,209,12,NA,NA,49,49,120,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,183
256,195,NA,15,15,91,87,52,52,NA,NA,NA,NA,239,232,1,NA,NA,NA,NA,198,1,NA,NA,256,NA,NA,238,1,NA,55,55,NA,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
257,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,233,2,NA,NA,NA,NA,199,0,NA,NA,257,NA,NA,239,1,NA,56,56,NA,257,NA,NA,NA,211,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186
258,197,NA,NA,NA,NA,NA,NA,NA,106,106,NA,NA,245,237,1,NA,NA,23,19,200,0,110,110,258,2,2,240,1,NA,57,57,NA,258,NA,NA,NA,212,211,NA,NA,NA,NA,NA,121,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,175
259,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,239,1,NA,NA,NA,NA,201,0,118,118,259,NA,NA,241,1,NA,56,56,NA,259,NA,NA,NA,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189
261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,245,1,NA,NA,21,17,188,0,NA,NA,261,NA,NA,243,1,NA,NA,NA,NA,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189
263,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,248,1,NA,NA,8,7,204,1,NA,NA,263,NA,NA,245,1,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
264,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,1,112,112,264,NA,NA,233,1,NA,65,65,NA,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
265,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,250,1,NA,NA,32,28,206,0,118,118,265,62,56,246,1,NA,66,66,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183
266,204,NA,NA,NA,92,88,NA,NA,NA,NA,NA,NA,261,253,1,NA,NA,12,10,207,1,121,121,266,53,48,247,1,NA,67,67,17,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
267,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,236,1,25,25,28,24,208,0,110,110,267,NA,NA,248,1,NA,68,68,NA,267,NA,NA,29,221,220,33,1,1,49,49,124,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,18,18,175
268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,1,NA,NA,268,NA,NA,249,1,NA,69,69,NA,268,NA,NA,NA,223,222,NA,NA,NA,53,53,125,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,186
269,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,0,NA,NA,269,NA,NA,250,1,NA,NA,NA,NA,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
270,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,256,1,NA,NA,30,26,209,0,120,120,270,NA,NA,251,1,NA,56,56,NA,270,NA,NA,NA,224,223,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,189
271,208,NA,NA,NA,NA,NA,NA,NA,107,107,NA,NA,246,238,1,NA,NA,26,22,210,0,119,119,271,NA,NA,252,1,NA,57,57,18,271,NA,NA,NA,228,227,36,NA,NA,49,49,128,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,189
272,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,204,2,NA,NA,NA,NA,211,0,NA,NA,272,NA,NA,253,1,NA,NA,NA,NA,272,NA,NA,NA,229,228,5,NA,NA,NA,NA,129,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,186
273,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,265,2,NA,NA,0,0,212,0,NA,NA,273,NA,NA,254,1,NA,NA,NA,NA,273,NA,NA,NA,230,229,5,NA,NA,56,56,130,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,175
274,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,1,NA,NA,274,2,2,255,1,NA,NA,NA,NA,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
275,212,NA,NA,NA,93,89,NA,NA,108,108,NA,NA,277,269,1,NA,NA,27,23,208,0,NA,NA,275,2,2,256,1,NA,NA,NA,NA,275,NA,NA,NA,237,236,40,NA,NA,62,62,137,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,186
276,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,204,1,NA,NA,35,31,214,0,121,121,276,NA,NA,257,1,NA,NA,NA,NA,276,NA,NA,NA,238,237,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,175
277,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,0,NA,NA,277,NA,NA,258,1,NA,NA,NA,NA,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
279,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,275,2,NA,NA,19,16,216,0,122,122,279,NA,NA,260,1,NA,70,70,NA,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
280,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,277,1,NA,NA,25,21,217,0,123,123,280,NA,NA,259,1,NA,43,43,NA,280,NA,NA,NA,240,239,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,189
281,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,280,1,NA,NA,28,24,218,1,124,124,281,65,59,261,1,NA,71,71,NA,281,NA,NA,NA,242,241,NA,NA,NA,63,63,140,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,183
282,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,281,1,NA,NA,NA,NA,219,0,110,110,282,NA,NA,262,1,NA,55,55,NA,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186
283,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,0,NA,NA,283,NA,NA,250,0,NA,NA,NA,NA,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,283,2,NA,NA,NA,NA,221,1,NA,NA,284,NA,NA,263,1,NA,72,72,NA,284,NA,NA,NA,246,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,175
285,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,285,1,NA,NA,NA,NA,222,0,NA,NA,285,NA,NA,250,1,NA,NA,NA,NA,285,NA,NA,NA,247,246,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,175
286,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,248,1,NA,NA,8,7,223,0,112,112,286,NA,NA,255,1,NA,NA,NA,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
287,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,287,1,NA,NA,NA,NA,224,0,NA,NA,287,NA,NA,264,1,NA,56,56,NA,287,NA,NA,NA,248,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183
288,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,288,1,NA,NA,NA,NA,225,1,110,110,288,NA,NA,265,1,NA,57,57,NA,288,NA,NA,NA,249,248,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,186
289,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,204,1,NA,NA,NA,NA,226,0,NA,NA,289,NA,NA,266,1,NA,NA,NA,NA,289,NA,NA,NA,250,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183
290,226,NA,16,16,94,90,53,53,NA,NA,NA,NA,299,256,1,NA,NA,NA,NA,227,1,NA,NA,290,NA,NA,267,1,NA,73,73,NA,290,NA,NA,NA,251,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,183
291,227,NA,NA,NA,NA,NA,NA,NA,109,109,3,3,301,292,2,NA,NA,NA,NA,228,0,110,110,291,NA,NA,260,0,NA,57,57,NA,291,NA,NA,NA,253,252,NA,NA,NA,64,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
292,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,1,110,110,292,NA,NA,268,1,NA,74,74,NA,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186
293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,296,2,NA,NA,NA,NA,230,1,NA,NA,293,NA,NA,263,1,NA,NA,NA,NA,293,NA,NA,NA,255,253,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,175
294,229,NA,17,17,96,92,56,56,74,74,NA,NA,308,299,1,NA,NA,1,1,231,1,NA,NA,294,NA,NA,269,1,NA,57,57,NA,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
295,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,1,NA,NA,295,NA,NA,270,1,NA,NA,NA,NA,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
296,231,NA,NA,NA,NA,NA,NA,NA,110,110,NA,NA,309,300,1,NA,NA,27,23,233,0,125,125,296,NA,NA,271,1,NA,75,75,NA,296,NA,NA,NA,256,254,NA,NA,NA,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,183
297,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,301,2,NA,NA,27,23,234,0,124,124,297,NA,NA,272,1,NA,76,76,NA,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183
298,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,302,0,NA,NA,0,0,235,1,110,110,298,NA,NA,263,1,NA,NA,NA,NA,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,0,NA,NA,299,NA,NA,273,1,NA,NA,NA,15,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189
300,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,303,0,NA,NA,15,13,237,NA,126,126,300,NA,NA,274,1,NA,77,77,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186
301,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,0,NA,NA,301,53,48,275,1,NA,NA,NA,NA,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
302,204,NA,NA,NA,58,56,NA,NA,NA,NA,NA,NA,319,310,1,31,31,4,4,239,1,121,121,302,66,60,247,1,NA,67,67,NA,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
303,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,311,1,NA,NA,NA,NA,240,0,127,127,303,NA,NA,276,1,NA,60,60,NA,303,NA,NA,NA,258,256,41,NA,NA,67,67,142,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,183
304,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,313,2,32,32,NA,NA,241,0,NA,NA,304,NA,NA,277,1,1,NA,NA,NA,304,NA,NA,NA,259,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,183
305,222,NA,18,18,99,95,57,57,NA,NA,NA,NA,256,248,1,NA,NA,0,0,223,0,112,112,305,62,56,255,1,NA,65,65,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
306,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,314,2,NA,NA,NA,NA,242,0,NA,NA,306,NA,NA,278,0,NA,75,75,NA,305,NA,NA,NA,260,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,183
307,NA,NA,NA,NA,100,96,NA,NA,NA,NA,NA,NA,325,316,1,NA,NA,NA,NA,243,0,128,128,307,NA,NA,279,1,NA,78,78,NA,306,NA,NA,NA,258,256,NA,NA,NA,68,68,143,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183
308,237,NA,NA,NA,NA,NA,NA,NA,113,112,NA,NA,327,318,1,NA,NA,28,24,244,0,120,120,308,62,56,280,0,NA,57,57,NA,307,NA,NA,NA,264,262,5,NA,NA,49,49,136,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,189
309,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,319,1,NA,NA,9,8,245,0,110,110,309,2,2,281,1,NA,55,55,NA,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
310,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,321,1,NA,NA,21,17,246,0,NA,NA,310,NA,NA,282,1,NA,NA,NA,NA,309,NA,NA,NA,265,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
311,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,1,NA,NA,311,NA,NA,283,1,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183
312,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,236,1,34,34,NA,NA,248,0,NA,NA,312,NA,NA,260,1,NA,NA,NA,NA,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
313,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,324,1,NA,NA,17,15,249,1,112,112,313,2,2,284,1,NA,57,57,19,312,NA,NA,NA,267,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
314,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,NA,NA,314,NA,NA,285,1,NA,NA,NA,NA,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189
315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,NA,NA,NA,315,NA,NA,286,1,1,NA,NA,NA,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183
316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,0,NA,NA,316,NA,NA,287,1,NA,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186
317,244,NA,NA,NA,NA,NA,NA,NA,114,113,NA,NA,335,326,1,NA,NA,28,24,253,0,129,129,317,NA,NA,288,1,NA,79,79,NA,316,NA,NA,NA,268,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189
318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,328,1,NA,NA,NA,NA,254,1,110,110,318,NA,NA,289,1,NA,80,80,NA,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,330,1,NA,NA,22,18,255,0,110,110,319,NA,NA,290,1,NA,81,81,NA,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186
320,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,0,118,118,320,NA,NA,291,1,NA,82,82,NA,319,NA,NA,NA,271,269,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8,8,NA,NA,NA,2,NA,NA,175
321,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,332,1,NA,NA,37,33,256,0,NA,NA,321,NA,NA,292,1,NA,NA,NA,NA,320,NA,NA,NA,272,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186
322,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,334,1,NA,NA,NA,NA,257,0,112,112,322,NA,NA,293,1,NA,83,83,NA,321,NA,NA,NA,274,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183
323,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,334,1,NA,NA,NA,NA,258,0,NA,NA,323,NA,NA,294,1,NA,NA,NA,NA,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186
324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,336,2,NA,NA,NA,NA,259,0,NA,NA,324,NA,NA,295,1,NA,57,57,NA,323,NA,NA,NA,258,256,NA,NA,NA,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,183
325,247,NA,19,19,103,99,58,58,117,116,2,2,352,343,2,35,35,4,4,260,0,121,121,325,65,59,296,1,NA,43,43,NA,324,NA,NA,31,210,209,42,2,2,NA,NA,144,140,NA,NA,1,1,9,9,NA,6,6,58,NA,NA,175
326,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,256,1,NA,NA,31,27,203,0,NA,NA,326,NA,NA,297,1,NA,73,73,NA,325,NA,NA,NA,243,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183
